ID,Empresa,Razao_Social_CNPJ,Categoria,Especialidade,Cidade_Sede,UF,Eixo_Regional,Dist_Louveira_km,Raio_de_Atuacao,Porte_Estimado,Fundacao,Site,Telefone,Endereco,Social,Decisor_Alvo_Cargo,Nome_Decisor,Email,Gatilho_Comercial,Prioridade_ICP,Confianca_do_Dado,Fonte,Status_Prospeccao,Proxima_Acao,Observacoes,Google_Maps,Avaliacao,Qtd_Avaliacoes,Status_Negocio
1250,Vintage Arquitetura e Interiores,,Arquitetura,,Vinhedo,SP,Eixo Louveira,9,,,,https://vintage.arq.br/,(19) 99174-8804,"Av. Benedito Storani, 1425 - torre 2 sala 106 - Res. Aquário, Vinhedo - SP, 13289-014",,Socio / Arquiteto titular,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8907944507692699724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,9,OPERATIONAL
1251,WM Sistec Engenharia e Construção,,Construtora,Empreiteira,Vinhedo,SP,Eixo Louveira,9,,,,https://wmsistec.com.br/,(19) 3886-4714,"Av. Pres. Castelo Branco, 1000 - Nova Vinhedo, Vinhedo - SP, 13284-408",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3664092518872857663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL
1252,WV Arquitetos - Waldemar e Vera Schilling Arquitetos,,Arquitetura,Serviços,Vinhedo,SP,Eixo Louveira,9,,,,,(19) 3826-1618,"R. dos Vereadores, 40 - Centro, Vinhedo - SP, 13280-274",,Socio / Arquiteto titular,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14215146323947719893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL
1253,aRESID Manutenção Eletricista - Encanador - Ar Condicionado,,Construtora,Eletricista,Vinhedo,SP,Eixo Louveira,9,,,,,(19) 99868-4983,"Av. dos Pinheiros, 533 - Vila Santana, Vinhedo - SP, 13283-008",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8628859413473380305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,20,OPERATIONAL
1254,i9 Regularização de Projetos,,Construtora,Empreiteira,Vinhedo,SP,Eixo Louveira,9,,,,,(19) 99206-1223,"Avenida Salvador Rotella, 322 - Sl 02 - Centro, Vinhedo - SP, 13280-158",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4259914404103605550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1255,i9M2 Engenharia e Construções,,Construtora,Empreiteira,Vinhedo,SP,Eixo Louveira,9,,,,https://i9m2.com.br/,(11) 96398-5892,"R. Anésio Augusto do Amaral, 41 - Jardim - Santa Rosa, Vinhedo - SP, 13289-158",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15390007515223247926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL
1256,melix arquitetura,,Arquitetura,Serviços,Vinhedo,SP,Eixo Louveira,9,,,,https://www.instagram.com/melixarquitetura,(11) 99103-8208,"Av. Arnaldo Biagioli, 81 - Sala 2 - Jardim dos Passaros, Vinhedo - SP, 13289-236",,Socio / Arquiteto titular,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6128751868207757313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL
1257,"senior servicos gerais, pedreiro, pintor ,marceneiro, eletricista",,Construtora,Empreiteira,Vinhedo,SP,Eixo Louveira,9,,,,,(19) 99170-6196,"R. Ayrton Senna da Silva, 155 - jardim miriam, Vinhedo - SP, 13283-286",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11554175022329244055&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,16,OPERATIONAL
1258,AC Engenharia l Andressa Campos l Regularização de Imóveis e Receita Federal,,Engenharia,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"R. Castro Fafe, 333 - Sl 1 B - Centro, Atibaia - SP, 12940-440",,Socio-Diretor / Engenheiro responsavel,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15068788666795131386&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1259,ADRIANO TERRAPLANAGEM,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Chácara São Francisco de Assis - Estrada Municipal dos Morangueira, e/n - Usina, Atibaia - SP, 12952-424",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4080231100845852846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1260,AE&V Terraplanagem,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"R. Comendador Édson Luiz Rizzo, 633 - Caetetuba, Atibaia - SP, 12951-560",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4991502125966494704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1261,"AEAAAR - Associação dos Engenheiros, Arquitetos e Agrônomos de Atibaia e Região",,Arquitetura,Associação / organização,Atibaia,SP,RMC / entorno,45,,,,,,"R. César Memolo, 420 - Jardim Paulista, Atibaia - SP, 12947-010",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16831423004740628177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1262,ALMEIDA CONSTRUÇÕES,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Rua São Carlos, Lote 08, Rio Abaixo, CEP 12953-049, Atibaia - SP, 12953-049",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14999218558854738195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1263,AM ENGENHARIA,,Engenharia,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"R. Otávio Passos, 623 - B - Jardim do Alvinopolis, Atibaia - SP, 12942-590",,Socio-Diretor / Engenheiro responsavel,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12735305360823950094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1264,ARM Construtora e Incorporadora,,Incorporadora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"R. Bartolomeu Peranovich, 585 - Centro, Atibaia - SP, 12940-610",,Diretor Comercial / Diretor de Incorporacao,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13096979713914728700&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1265,ARQUITETO MARCOS TADEU,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"R. Castro Fafe, 333 - Sl B1 - Centro, Atibaia - SP, 12940-440",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17085509716551833870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1266,AUDI Engenharia Civil,,Engenharia,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"R. José Inácio, 29 - 2º andar - Centro, Atibaia - SP, 12940-710",,Socio-Diretor / Engenheiro responsavel,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4695321803088443049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1267,AZEVEDO & AZEVEDO TERRAPLANAGEM,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Av. Jerônimo de Camargo, 350 - Morumbi, Atibaia - SP, 12951-540",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16522322552552592278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1268,Alexandre Zago Engenharia,,Engenharia,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"R. Padre Felíciano Grande, 433 - 01 - Alvinópolis, Atibaia - SP, 12942-460",,Socio-Diretor / Engenheiro responsavel,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6545508724594240765&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1269,Alto da Boa Vista de Atibaia,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"R. das Rosas, 73 - Atibaia Belvedere, Atibaia - SP, 12954-423",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1075337057475927004&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1270,Amitié Empreiteira de Obras,,Empreiteira,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"R. Dr. Zeferino Alves do Amaral, 1024 - Centro, Atibaia - SP, 12940-410",,Proprietario / Encarregado geral,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2157725631448879767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1271,André Matos | Arquitetura & Interiores,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"Av. Paulista, n°: 1571 - Casa 01 - Jardim Paulista, Atibaia - SP, 12947-414",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5660518460928365627&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1272,Anlunas Arquitetura e Planejamento,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"Av. Brg. José Vicente Faria Lima, 1611 - Vila Nova Aclimacao, Atibaia - SP, 12942-655",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7756933772155027117&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1273,Apto Construtora,,Construtora,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"R. Eng. Silvio Alvin Soares, 667 - Alvinópolis, Atibaia - SP, 13942-520",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4496757908435599282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1274,Araucária Arquitetura e Construção,,Arquitetura,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Av. Dr. Joviano Alvim, 1380 - Atibaia Jardim, Atibaia - SP, 12942-012",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5536409729686133323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1275,Arq Dec,,Construtora,Loja de móveis,Atibaia,SP,RMC / entorno,45,,,,,,"Alameda Prof. Lucas Nogueira Garcez, 1460 - Vila Thais, Atibaia - SP, 12942-020",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12124064398828779883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1276,Arquiteta Cláudia Santos,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"Alameda Prof. Lucas Nogueira Garcez, 1186a - Vila Thais, Atibaia - SP, 12941-650",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3936953961560168995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1277,Arquiteto e Designer | Gabriel Carvalho,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"Recreio Maristela, Atibaia - SP, 12946-636",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16596791526293740404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1278,Arquitetura e Construção,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"R. João Pires, 645 - Centro, Atibaia - SP, 12942-750",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15617121256430605755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1279,Arts Cim Atibaia Terraplanagem,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"de Toledo Garcia Lopes - Av. Pref. Antônio Júlio Toledo Garcia Lopes, 3223 - Jardim Imperial, Atibaia - SP, 12953-263",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8631353685710092639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1280,Atibaia gesso renova,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Prç. Nossa Sra. Auxiliadora - Jardim Colonial, Atibaia - SP, 12952-012",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15423166184945970572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1281,Atilaje Pré Moldados,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Av. Amador Peçanha Franco, 191 - Loanda, Atibaia - SP, 12945-000",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15682077565655824926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1282,Atua Reformas,,Construtora,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"Alameda Prof. Lucas Nogueira Garcez, 767 - Sl 4 - Vila Gardenia, Atibaia - SP, 12941-280",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6675042778468433548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1283,Auden Arquitetura - Escritório de Arquitetura em Atibaia,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"R. João Pires, 412 - Sl 04 - Centro, Atibaia - SP, 12940-400",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=498866706643132105&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1284,Avanti Engenharia de Segurança e Saúde Ocupacional - Atibaia,,Engenharia,Policlínica,Atibaia,SP,RMC / entorno,45,,,,,,"Rua Vereador Luiz Alberto Vieira dos Santos, 18 – Sala 716 – 7º Andar Centro - Vila Santista, Atibaia - SP, 12941-030",,Socio-Diretor / Engenheiro responsavel,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8740176700891338655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1285,B & A Empreiteira e Locadora de Mão-de-Obra,,Empreiteira,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"R. Joaquim Cintra, 40 - Jardim do Alvinopolis, Atibaia - SP, 12943-340",,Proprietario / Encarregado geral,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14629303708300307391&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1286,B&P terraplanagem,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Av. Maria Alvim Soares, 1080 - Jardim do Alvinopolis, Atibaia - SP, 12943-120",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12996993493937644010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1287,BBS Engenharia - Atibaia,,Engenharia,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Rua Dr - Edifício Carraro Tower - R. Luiz Alberto Vieira dos Santos, n° 18 - Vila Santista, Atibaia - SP, 12941-030",,Socio-Diretor / Engenheiro responsavel,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17640395609557474408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1288,BFA Construtora,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Alameda Paraná, 123 - Jardim Paulista, Atibaia - SP, 12947-340",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14651264403832810068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1289,BUENO Engenharia e Construções,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Torre Japão - R. Clóvis Soares, 200 - Sl 503 - Alvinópolis, Atibaia - SP, 12942-560",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11822507365578850879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1290,"Big Entulho Caçambas, Terraplanagem e Demolição Atibaia",,Construtora,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"Rua Olivio Aloia - antiga Rua Um, 15 - Jardim Kanimar, Atibaia - SP, 12954-262",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=378990194136657587&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1291,Bolta Engenharia e Construção,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Alameda Bragança, 70A - Jardim do Lago, Atibaia - SP, 12947-090",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=171386322678874352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1292,Bueno Construções Atibaia,,Construtora,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"mesa 2 - Av. Jerônimo de Camargo, 2699 - sala 1 - Jardim Terceiro Centenario, Atibaia - SP, 12944-651",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13012347151518019054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1293,CALCULARE ENGENHARIA,,Engenharia,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Av. da Saudade, 99 - 2 - Centro, Atibaia - SP, 12940-560",,Socio-Diretor / Engenheiro responsavel,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16546875955023188178&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1294,CEPAVI ENGENHARIA E CONSTRUTORA,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Estr. Mun. Luciano Rocha Peçanha, N° 295 - Ressaca, Atibaia - SP, 12954-160",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12410323648723398848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1295,CF Administração de Obras,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"R. Dr. Aloysio Affonso Nogueira - Conjunto Loanda, Atibaia - SP, 12945-190",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13643836483347677354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1296,CIRELLI E GARCIA CONSTRUTORA E ADMINISTRACAO DE BENS,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"R. Olegário Cunha Lôbo, 148 - Atibaia Jardim, Atibaia - SP, 12942-730",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18303873829303212471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1297,CIVIL LOC ARQPER ARQUITETURA E SERVIÇOS LTDA,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"R. das Azaleias, 236 - Bosque dos Eucaliptos, Atibaia - SP, 12946-692",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2494264471361533841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1298,CM REFORMA,,Construtora,Empreiteira,Atibaia,SP,RMC / entorno,45,,,,,,"Fernão Dias Highway - km 33 - Jardim do Alvinopolis II, Atibaia - SP, 12950-570",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11239227100671978929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1299,Camada Engenharia,,Engenharia,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"Praça do Lago, 430 - Sl 3 - Jardim do Lago, Atibaia - SP, 12947-130",,Socio-Diretor / Engenheiro responsavel,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6524890122970532426&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1300,Camila Ramos Arquitetura e Interiores,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"R. Clóvis Soares - Alvinópolis, Atibaia - SP, 12942-560",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8935623956674062496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1301,Carlos Ferolla Arquitetura,,Arquitetura,Serviços,Atibaia,SP,RMC / entorno,45,,,,,,"Av. Dr. Joviano Alvim, 1380 - Sl 5 - Piqueri, Atibaia - SP, 12942-653",,Socio / Arquiteto titular,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1565097223487817063&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
1302,Carrijo Engenharia,,Engenharia,Escritório da empresa,Atibaia,SP,RMC / entorno,45,,,,,,"R. Castro Fafe, 526 - Centro, Atibaia - SP, 12940-440",,Socio-Diretor / Engenheiro responsavel,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13546246811157645772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
