ID,Empresa,Razao_Social_CNPJ,Categoria,Especialidade,Cidade_Sede,UF,Eixo_Regional,Dist_Louveira_km,Raio_de_Atuacao,Porte_Estimado,Fundacao,Site,Telefone,Endereco,Social,Decisor_Alvo_Cargo,Nome_Decisor,Email,Gatilho_Comercial,Prioridade_ICP,Confianca_do_Dado,Fonte,Status_Prospeccao,Proxima_Acao,Observacoes,Google_Maps,Avaliacao,Qtd_Avaliacoes,Status_Negocio
2938,Stand Lumio Cambuí - CRB Construtora,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://crbconstrutora.com.br/apartamentos-a-venda/campinas/lumio-cambui?utm_source=gmb&utm_medium=ficha,(19) 3201-8971,"R. Cel. Francisco Andrade Coutinho, 180 - Cambuí, Campinas - SP, 13025-190",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15642144329676844812&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL
2939,Stand Mansões Residencial,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://yeesinc.com.br/,,"Av. José de Sousa Campos, 266 - Cambuí, Campinas - SP, 13090-615",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3104926480035027802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
2940,Stand Novolar Jardins,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://jardins.novolar.com.br/,(12) 99610-8197,"R. José Rosolém, 749 - Jardim Londres, Campinas - SP, 13060-222",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18244494264564133769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL
2941,Stand Wyn Residence,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://www.instagram.com/danieldelucapereiracorretor/,(19) 99778-9801,"Lot. Res. Vila Bella Dom Pedro, Campinas - SP, 13092-599",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15494890722132610414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
2942,Stand de Vendas - Garden Sousas,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,,"R. Dr. Antônio Carlos Moraes Sales, 49 - Bairro das Palmeiras, Campinas - SP, 13101-533",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9636558220154428309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL
2943,Stand de vendas condominio vivendas de barao.,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,,"R. Carlos Martins, 303 - Cidade Universitária, Campinas - SP, 13084-125",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1393746291194087356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
2944,Stone Construtora,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3212-0674,"Rua Alferes João José, 62 - Jardim Chapadão, Campinas - SP, 13073-133",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10392979726332020238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,1,OPERATIONAL
2945,Studio Co.Crie,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,http://www.cocrie.com.br/,(19) 99277-2667,"Rua Barão de Jaguara, 141 - Centro, Campinas - SP, 13026-099",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5428760293150121420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,18,OPERATIONAL
2946,Studio Otto Felix Campinas,,Construtora,Serviços,Campinas,SP,RMC / entorno,30,,,,http://ottofelix.com.br/,(19) 98443-2993,"R. Augusto César de Andrade, 743 - Nova Campinas, Campinas - SP, 13092-117",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4441427188497648663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,6,OPERATIONAL
2947,Studio Roma912,,Construtora,Serviços,Campinas,SP,RMC / entorno,30,,,,http://www.studioroma912.com/,(19) 99347-0312,"Rua Barão Geraldo de Rezende, 97 - Sl 912 - Botafogo, Campinas - SP, 13020-440",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2849026973992897081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,27,OPERATIONAL
2948,Styllo de Sonhos planejados,,Construtora,Serviços,Campinas,SP,RMC / entorno,30,,,,,(19) 98824-1277,"Av. Elza Terosso Alita, 245 - vila abaeté, Campinas - SP, 13052-691",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5410633400973751924&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,30,OPERATIONAL
2949,"Stéfani Nogueira Urbanização, Incorporação e Construção",,Construtora,Escritório da empresa,Campinas,SP,RMC / entorno,30,,,,https://www.stefaninogueira.com/,(16) 3512-2000,"R. Cel. Quirino, 392 - Cambuí, Campinas - SP, 13025-000",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=472870781340689069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL
2950,Sul Participações e Empreendimentos,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3295-0184,"Av. José de Sousa Campos, 900 - Cambuí, Campinas - SP, 13090-615",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8768372485817909046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.3,3,OPERATIONAL
2951,Super Sinteko Baptista,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 99741-9725,"R. Uruguaiana, 176 - Bosque, Campinas - SP, 13026-000",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=553415915575821279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL
2952,Swiss Park Campinas,,Construtora,Serviços,Campinas,SP,RMC / entorno,30,,,,http://www.swisspark.com.br/,(19) 3738-5500,"Av. Dermival Bernardes Siqueira - Swiss Park, Campinas - SP, 13061-155",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6212796390017606881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,1600,OPERATIONAL
2953,São José Empreendimento e Incorporação,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3289-0575,"R. Célia Aparecida de Souza Boufier, 316 - Bosque de Barão Geraldo, Campinas - SP",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=598980554250822209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2954,TCPN Construção e Reformas,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://tcpnconstrutora.com.br/,(19) 97113-0626,"R. Dr. João A.dos Santos, 11 - Campinas, SP, 13092-331",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16715054631411454023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,13,OPERATIONAL
2955,TECNOPLANO,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3254-9043,"Av. Papa João Paulo I, 415 - Bairro das Palmeiras II, Campinas - SP, 13101-506",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=106564362207348589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
2956,TOZZI ALVARÁS | ALVARÁS DE EVENTOS | ALVARÁS PARA EMPRESAS | LICENÇAS,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://tozzialvaras.com.br/,(19) 99777-2535,"Ed. William Zamataro - Av. Anchieta, 173 - Sl 122 - Centro, Campinas - SP, 13015-100",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8730476538612299029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,39,OPERATIONAL
2957,TR Soluções Integrada | Eletricista e Reformas em Campinas,,Construtora,Eletricista,Campinas,SP,RMC / entorno,30,,,,,,"Rua José Romulado de Oliveira - Jardim Fernanda, Campinas - SP, 13053-613",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6793148385603464355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2958,TRABALHO - Itakits Construtora- CASA,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,http://www.itakits.com.br/,(19) 3256-5251,"R. Manoel Pereira Barbosa, 7 - Parque Alto Taquaral, Campinas - SP, 13087-774",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2696931429946891802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2959,TSP Empreendimentos,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,http://www.tspempreendimentos.com.br/,(19) 3397-2561,"Alameda dos Vidoeiros, 455 - Sl 30 e - Gramado, Campinas - SP, 13101-680",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1664463177180727961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2.3,12,OPERATIONAL
2960,TTA - ENGENHARIA & CONSTRUÇÃO,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,http://ttaengenhariaeconstrucao.com.br/,(19) 99865-6161,"R. Rei Salomão, 359 - Jardim Conceição, Campinas - SP, 13105-036",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5504738956152974228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2961,Tacos e Assoalhos RMC,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,http://www.rmctacoseassoalhos.com.br/,(19) 99149-8806,"Av. das Amoreiras - Chácaras Campos Elíseos, Campinas - SP, 13050-175",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3147813597372907578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2962,Tapeçaria Premium,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 99257-4700,"Av. Ernesto Paes - Chácara Santos Dumont, Campinas - SP, 13056-127",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13382455533234475382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2963,TecHome Campinas,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://techome.app/quem-somos-techome/,(11) 4933-0190,"Rua Padre Domingos Giovanini, 1055 - Parque Taquaral, Campinas - SP, 13087-310",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17703333209542947635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL
2964,Tecnitork,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://www.tecnitork.com.br/,(19) 99941-7708,"R. Pedro Stancato, 861 - Sl 03 - Chácaras Campos dos Amarais, Campinas - SP, 13082-050",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18407199956436149948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,1,OPERATIONAL
2965,Tecnosul Engenharia e Construções,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3235-4003,"Condomínio Comercial André Gustavo - R. José de Alencar, 293 - Centro, Campinas - SP, 13013-040",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=53642207367834307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
2966,Telhado e reparos - M Rocha,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 99948-7758,"R. Edevígenes Costa, 330 - Jardim Campineiro, Campinas - SP, 13082-310",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16542463461850865849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,36,OPERATIONAL
2967,Tetraeng S/A Planejamento e Construções,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3287-5534,"Jardim Garcia, Campinas - SP, 13061-155, Brasil",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17428126011824629099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2968,Thiago Lima soluções,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 98864-4423,"Rua Averróis, 77 - Residencial Campina Verde, Campinas - SP, 13057-186",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6441946626034228792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2969,Tiago Engenheiro Civil,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 97408-8058,"R. Loja Maçonica Independente, 405 - Lot. Res. Novo Mundo, Campinas - SP, 13058-302",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6732153495927075879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL
2970,Tigo Construtora,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://tigoconstrutora.com.br/,(19) 98370-0083,"Av. Dr. Antônio Carlos Couto de Barros, 1961 - Conj. Hab. Vila Santana (Sousas), Campinas - SP, 13105-500",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9910246613078730870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.8,38,OPERATIONAL
2971,Todah Construção e Engenharia Ltda,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://www.instagram.com/todah_construcao?utm_source=qr&igsh=MWdwcm9wNTViMHVzdg==,(19) 93300-4042,"R. Tapuru, 25 - Lot. Alphaville Campinas, Campinas - SP, 13098-323",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15554424345722106812&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
2972,Tranenge Construções,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3243-1312,"R. Prof. João Augusto de Tolêdo, 731 - Vila Proost de Souza, Campinas - SP, 13033-720",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11986138305427341496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,1,OPERATIONAL
2973,Traçado Construções e Serviços Ltda,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,,"Jardim Anton von Zuben, Campinas - SP, 13044-630",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17641940597674429172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
2974,Trevo Construtora,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,http://trevoconstrutora.com.br/,(19) 3231-6387,"R. Tiradentes, 757 - Vila Itapura, Campinas - SP, 13023-191",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12106081839757314456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL
2975,Trikes Podas de Árvores,,Construtora,Serviços,Campinas,SP,RMC / entorno,30,,,,https://trichesjardinagens.com.br/,(19) 99913-0190,"R. Amância Rodrigues Bombati, 91 - Loteamento Chacaras Gargantilhas, Campinas - SP, 13098-834",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2332184323903437005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,7,OPERATIONAL
2976,UNI2 Construtora,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,http://uni2.com.br/,(19) 3291-0295,"Av. José Bonifácio, 2772 - Jardim das Paineiras, Campinas - SP, 13092-305",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6037639853785414863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
2977,Uberti Construções Com,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3268-8880,"R. Rev Prof. Herculano Gouvêia Júnior, 620 - Jardim do Lago, Campinas - SP, 13050-020",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=344083997696385478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,6,OPERATIONAL
2978,Ultra Containers,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,http://www.ultracontainers.com.br/,(19) 98772-5723,"R. Edmundo Plácido Chiavegatto, 721 - Jardim dos Oliveiras, Campinas - SP, 13044-065",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16347662385566626826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,30,OPERATIONAL
2979,Uniforte Americana Engenharia Construtora,,Construtora,Serviços,Campinas,SP,RMC / entorno,30,,,,https://www.uniforteengenharia.com.br/,(19) 3469-5000,"R. Altíno Arantes, 1000 - Jardim das Bandeiras, Campinas - SP, 13051-110",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2174521752994539570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,53,OPERATIONAL
2980,Unigas,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3211-2284,"R. Alfredo da Costa Figo - Parque Rural Fazenda Santa Cândida, Campinas - SP, 13087-599",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1385457668705288257&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,20,OPERATIONAL
2981,VB Construções Instalações Industriais,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3254-0274,"R. Dom Lino Deodato Rodrigues de Carvalho, 899 - Jardim Proença, Campinas - SP, 13100-406",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3913203351709469187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
2982,VB soluções group,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,http://www.vbsolucoesgroup.com.br/,(19) 99341-9235,"R. Ana Arruda de Camargo, 626 - Jardim Nilópolis, Campinas - SP, 13088-820",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16022345564868013663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2983,VEDACAMP ENGENHARIA E CONSTRUÇÃO LTDA,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,https://www.vedacamp.com.br/,(19) 3278-2122,"R. Rio das Pedras, 214 - Jardim do Trevo, Campinas - SP, 13040-003",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6034537138633434640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,1,OPERATIONAL
2984,Val Escadas Pré-Moldadas,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 99556-3438,"R. Adão Rodrigues Filho, 45 - Conj. Res. Parque Sao Bento, Campinas - SP, 13058-214",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18140714113666757199&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,1,OPERATIONAL
2985,Valdeir B. Mendes Da Silva,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 97405-4191,"Av. São José dos Campos, 2600 - Lot. Parque São Martinho, Campinas - SP, 13032-365",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8917350062995974583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL
2986,Vando Construção,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 98770-8347,"R. Atiati, 48 - Parque Universitario de Viracopos, Campinas - SP, 13056-488",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18030968711889514029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
2987,Veiga & Urbano Manutenções,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,,"R. Fausto Feijó, 390 - Jardim dos Oliveiras, Campinas - SP, 13044-075",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2000213288557818968&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,29,OPERATIONAL
2988,Verssat Construções Emp Imob,,Construtora,Empreiteira,Campinas,SP,RMC / entorno,30,,,,,(19) 3272-3561,"R. Manoel Francisco Mendes, 690 - Jardim do Trevo, Campinas - SP, 13030-110",,Socio-Diretor / Diretor de Obras,,,,B,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5850625290204275574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL
