#,Empresa,Segmento,Cidade,Telefone,Site,Nota,Avals,Endereco,Google_Maps,Status
2006,Ruiz e Cáceres Arquitetos,Arq,Jundiai,(11) 94734-6324,ruizecaceresarquitetos.com.br,5,6,"R. França, 65 - Vila Mun., Jundiaí - SP, 13201-280",https://maps.google.com/?cid=10783151066120559432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2007,SEGMENTO ARQUITETURA E GERENCIAMENTO DE OBRAS,Arq,Jundiai,(11) 97407-3646,segmentoarquitetura.com.br,4.5,2,"R. Visc. de Taunay, 137 - Vila Arens II, Jundiaí - SP, 13202-540",https://maps.google.com/?cid=15209576095844078538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2008,STUDIO HOUSE - Engenharia e Arquitetura,Arq,Jundiai,(19) 99518-5513,,,,"R. 23 de Maio, 86 - 86B - Vila Vianelo, Jundiaí - SP, 13207-070",https://maps.google.com/?cid=2826294020465890757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2009,STUDIO IVE OLIVEIRA. - Arquitetura Jundiaí,Arq,Jundiai,(11) 97664-6638,iveoliveira.com.br,4.9,58,"R. Cap. Cassiano Ricardo de Toledo, 191 - SL 1016 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=1535166369010994297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2010,STUDIO ROMA ARQUITETURA & INTERIORES,Arq,Jundiai,(11) 97640-6884,studioromaarquitetura.com.br,4.3,6,"R. Cap. Cassiano Ricardo de Toledo, 191 - 9º Andar Sala 914 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=17913501597451663263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2011,Sant Arquitetura,Arq,Jundiai,,,,,"R. Leonor Pinheiro da Silva, 144 - Sl 03 - Anhangabaú, Jundiaí - SP, 13209-130",https://maps.google.com/?cid=11517011093343910191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2012,Scatto Arquitetura,Arq,Jundiai,(11) 95893-6165,scattoarquitetura.wixsite.com,5,21,"R. Frei Caneca, 400 - Vila Arens II, Jundiaí - SP, 13202-580",https://maps.google.com/?cid=3806341658432746655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2013,Schio Arquitetura e Interiores,Arq,Jundiai,(11) 98185-4856,schioarquitetura.com,5,8,"R. Cap. Cassiano Ricardo de Toledo, 191 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=4802756524809145393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2014,Senty Arquitetura,Arq,Jundiai,(11) 4586-2033,senty.com.br,4.3,13,"Av. Carlos Salles Block, 658 - Sl 23 - Anhangabaú, Jundiaí - SP, 13208-100",https://maps.google.com/?cid=9857920101585456125&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2015,Solange Leão | Arquitetura | Design de Interiores,Arq,Jundiai,(11) 95932-6005,solangeleao.com.br,5,14,"Av. Dr. Paulo Moutram, 55 - Sl 304 - Jd Paulista, Jundiaí - SP, 13208-360",https://maps.google.com/?cid=3653036765501938276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2016,Souza Casarin Arquitetura e Design,Arq,Jundiai,(11) 99615-1333,instagram.com,5,26,"R. Moisés Abaid, 181 - Jardim Sao Bento, Jundiaí - SP, 13202-500",https://maps.google.com/?cid=4920217595949804481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2017,Stoa Arquitetura e Design de Interiores,Arq,Jundiai,(11) 94274-6514,facebook.com,5,7,"R. Bélgica, 80 - Jardim Cica, Jundiaí - SP, 13206-830",https://maps.google.com/?cid=5719300065784434133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2018,Studio Agnes Livinalli - Arquitetura e Interiores,Arq,Jundiai,(11) 94573-6644,linktr.ee,5,43,"Av. Jundiaí - Jardim Ana Maria, Jundiaí - SP, 13208-750",https://maps.google.com/?cid=3559683695206580739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2019,Studio Gabriela Franco - Arquitetura e Design de Interiores,Arq,Jundiai,(11) 93469-0729,,5,9,"R. Pedro Alexandrino, 73 - Sala 23 - Anhangabaú, Jundiaí - SP, 13208-160",https://maps.google.com/?cid=7898078044746567955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2020,Studio NOVA | Arquitetura e Interiores,Arq,Jundiai,,,,,"R. Hilda Del Nero Bisquolo, 102 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=5475239909628333712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2021,Studio V12 Arquitetura e Consultoria,Arq,Jundiai,(11) 99809-5618,,5,4,"Av. Antônio Frederico Ozanan - Vila Rio Branco, Jundiaí - SP, 13215-275",https://maps.google.com/?cid=4328241884723755358&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2022,T2R Arquitetura + Construção,Arq,Jundiai,(11) 2449-0900,t2rarquitetura.com.br,5,15,"R. Cap. Cassiano Ricardo de Toledo, 191 - Sl 1804 - Chácara Urbana, Jundiaí - SP, 13201-096",https://maps.google.com/?cid=286279902224657180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2023,Tessá Arquitetura,Arq,Jundiai,(11) 98177-0955,tessaarquitetura.com,5,7,"Av. Eng. João Fernandes Gimenes Molina, 1946 - Distrito Industrial, Jundiaí - SP, 13213-080",https://maps.google.com/?cid=13818841746739156949&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2024,Thalita Gotardi Arquitetura,Arq,Jundiai,(11) 99727-2181,,,,"R. Armando Malite, 155 - Jardim das Tulipas, Jundiaí - SP, 13212-770",https://maps.google.com/?cid=16801415379654136190&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2025,Traço Studio Arquitetura,Arq,Jundiai,(11) 98149-4289,traco-studio-arquitetura.ueniweb.com,4,1,"Av. 9 de Julho, 3575 - Anhangabaú, Jundiaí - SP, 13208-056",https://maps.google.com/?cid=15980049419407570625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2026,Trevezzi Arquitetura e Engenharia,Arq,Jundiai,(11) 91006-6006,,4,4,"Avenida - R. Comendador Vicente Rossi, 273 - Jardim Morumbi, Jundiaí - SP, 13209-250",https://maps.google.com/?cid=4372439863885657180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2027,Téses Arquitetura,Arq,Jundiai,(11) 99970-2061,tesesarquitetura.com.br,5,25,"R. Bela Vista, 91 - Bela Vista, Jundiaí - SP, 13207-780",https://maps.google.com/?cid=2288967513696950774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2028,Uyeno Arquitetura,Arq,Jundiai,(11) 97132-3072,instagram.com,5,2,"R. Bom Jesus de Pirapora, 247 - Região Metropolitana de Jundiaí, Jundiaí - SP, 13207-270",https://maps.google.com/?cid=13055655886157384902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2029,Vettori Arquitetura,Arq,Jundiai,(11) 4522-5833,facebook.com,5,2,"R. XV de Novembro, 1583 - Centro, Jundiaí - SP, 13201-421",https://maps.google.com/?cid=14160607669257994841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2030,Vinícius Ferrari Borges Arquitetura e Interiores,Arq,Jundiai,(11) 4587-6616,,5,7,"R. Wately, 379 - Vila Arens II, Jundiaí - SP, 13202-520",https://maps.google.com/?cid=6745352824049811843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2031,Vitor Dias Arquitetura,Arq,Jundiai,(11) 99622-7354,vdarquitetura.com,4.7,15,"Av. 9 de Julho, 3.575 - Sl 2112 - Anhangabaú, Jundiaí - SP, 13208-010",https://maps.google.com/?cid=2329755273791294816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2032,Vitor Mesquita Arquiteto em Jundiaí,Arq,Jundiai,(11) 97483-1481,mesquitarquitetura.com.br,5,33,"R. Elizia Machado Benassi, 315 - Nova Cidade Jardim, Jundiaí - SP, 13203-552",https://maps.google.com/?cid=5348975188743244220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2033,Vivian Vicentin - Arquitetura & Interiores,Arq,Jundiai,(11) 97101-0494,,,,"Av. Osmundo dos Santos Pellegrini, 215 - Jardim Trevo, Jundiaí - SP, 13211-377",https://maps.google.com/?cid=16394880666097807242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2034,Viviane Bernucci Arquitetura,Arq,Jundiai,(11) 94720-3337,vivianebernucci.com.br,4.9,33,"R. Paulino Corado, 20 - Sl 205 - Jardim Samambaia, Jundiaí - SP, 13211-413",https://maps.google.com/?cid=7281730793020644005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2035,Viviane Bonini Arquitetura e Interiores | Arquiteta em Jundiai | Escritório de Arquitetura em Jundiaí SP,Arq,Jundiai,(11) 99721-3674,api.whatsapp.com,5,48,"R. São Lázaro, 115 - Jardim Brasil, Jundiaí - SP, 13201-857",https://maps.google.com/?cid=17817923096975651925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2036,"WA Arquitetura, Projetos & Construções",Arq,Jundiai,(11) 93040-4050,,4.2,5,"Golden Office - R. Cap. Cassiano Ricardo de Toledo, 191 - S 124 - Vila Arens, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=4586618184967125433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2037,WS.ARQ - Arquitetura,Arq,Jundiai,(11) 99523-8908,wsarq.com.br,5,2,"Av. Reserva do Japy, 385 - Recanto 4o Centenário, Jundiaí - SP, 13211-772",https://maps.google.com/?cid=121786038312682677&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2038,ZORI Arquitetura,Arq,Jundiai,(11) 98772-7028,,,,"R. Carlos Humel Guimarães, 705 - Bl 3 Ap 22 - Jardim Tamoio, Jundiaí - SP, 13219-240",https://maps.google.com/?cid=12429817640793348084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2039,A.Fernandez Engenharia e Construções Ltda.,Constr,Jundiai,(11) 3395-3700,afernandez.com.br,4.6,16,"Av. Prof. Pedro Clarismundo Fornari, 1500 - Engordadouro, Jundiaí - SP, 13214-660",https://maps.google.com/?cid=16692242727692448228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2040,ABC da Construção Jundiaí,Constr,Jundiai,(11) 4523-0324,abcdaconstrucao.com.br,4.3,12,"R. do Retiro, 1573 - Jardim Paris, Jundiaí - SP, 13209-201",https://maps.google.com/?cid=14589275551875100912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2041,ABMONT ENGENHARIA CONSTRUÇÕES,Constr,Jundiai,(11) 95138-7311,projetosabmont.wixsite.com,3,2,"R. Hilda Del Nero Bisquolo, 102 - sala: 1006 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=9446455342497654860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2042,AFRV Construções,Constr,Jundiai,(11) 4521-4299,frvconstrucoes.com.br,,,"R. Barão de Teffé, 160 - Sl 1106 - Jardim Ana Maria, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=2340456823986767929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2043,ALX CONSTRUTORA,Constr,Jundiai,(11) 94743-9404,alxconstrutora.com,,,"R. Euríco Lourenção, 195 - Chacara Aeroporto, Jundiaí - SP, 13212-005",https://maps.google.com/?cid=2944621704223711891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2044,ARV Construções,Constr,Jundiai,(11) 4521-4143,,5,2,"R. do Retiro, 444 - Vila Virginia, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=5890062689566023687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2045,Alumínios Forgatti,Constr,Jundiai,(11) 4587-1733,forgatti.com.br,4.4,118,"R. Prudente de Moraes, 43 - Centro, Jundiaí - SP, 13201-004",https://maps.google.com/?cid=1226638091855914293&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2046,Applausi,Constr,Jundiai,(11) 4521-0994,applausiconstrutora.com.br,4.5,39,"Av. das Indústrias, 2101 - Distrito Industrial, Jundiaí - SP, 13213-100",https://maps.google.com/?cid=10258329100941915448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2047,Aquarius Metais - Manutenção de Telhados Industriais,Constr,Jundiai,(11) 3963-0387,aquariusmetais.com.br,4.7,28,"Av. Osmundo dos Santos Pellegrini, 595 - Jardim Trevo, Jundiaí - SP, 13211-377",https://maps.google.com/?cid=4404679567269259001&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2048,Arkesi Incorporações e Construções Ltda,Constr,Jundiai,(11) 4601-1503,arkesi.com.br,4.8,5,"R. Vig. J. J. Rodrigues, 905 - Sl 44 - Centro, Jundiaí - SP, 13201-001",https://maps.google.com/?cid=3172267484089629150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2049,Arquitech Engenharia e Construção,Constr,Jundiai,(11) 99632-8630,arquitechconstrutora.com.br,4.5,11,"R. Barão de Teffé, 160 - Jardim Ana Maria, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=5061164961650027902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2050,C L A Jundiaí Empreendimento Imobiliar,Constr,Jundiai,(11) 4492-5953,,4,55,"Av. Antonieta Piva Barranqueiros, 62 - Chacara Aeroporto, Jundiaí - SP, 13212-000",https://maps.google.com/?cid=9053581703526339623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2051,CBM Construções,Constr,Jundiai,(11) 4525-6500,,,,"R. José Capretz, 300 - Fazenda Grande, Jundiaí - SP, 13213-095",https://maps.google.com/?cid=16801175934710912539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2052,CBT CONSULTORIA,Constr,Jundiai,(11) 99688-1400,cbtconsultoria.com,3.7,3,"R. Hilda Del Nero Bisquolo, n° 10 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=6928436158310596690&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2053,CCR Auto Ban,Constr,Jundiai,0800 055 5550,grupoccr.com.br,4,313,"Rod. dos Bandeirantes - Gramadão, Jundiaí - SP, 13213-040",https://maps.google.com/?cid=1543499139475478889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2054,CSR ENGENHARIA E CONSTRUÇÕES,Constr,Jundiai,(11) 96372-0114,,4.5,2,"R. Itirapina, 690 - Vila Lacerda, Jundiaí - SP, 13214-065",https://maps.google.com/?cid=3826224889940272174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2055,Casa & Aço Construtora Ltda,Constr,Jundiai,(11) 4533-8189,,3,2,"Av. Bento do Amaral Gurgel, n° 1568 - Vila Nambi, Jundiaí - SP, 13219-070",https://maps.google.com/?cid=3572908309229660291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2056,Cassiu’s Marcenaria,Constr,Jundiai,,,,,"R. Alcebíades Araújo Maia, 104 - Santa Gertrudes, Jundiaí - SP, 13205-270",https://maps.google.com/?cid=8125791123014822574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2057,Central de Vendas Auten Jundiaí,Constr,Jundiai,(11) 91397-6808,auten.com.br,4.8,21,"Av. Dr. Adilson Rodrigues, 2542 - Jardim Samambaia, Jundiaí - SP, 13211-685",https://maps.google.com/?cid=13522390771808655901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2058,Central de vendas VVC construtora,Constr,Jundiai,(11) 94714-1022,vvcconstrutora.com.br,5,2,"R. Albino Puttini, 254 - Vila Guarani, Jundiaí - SP, 13209-462",https://maps.google.com/?cid=7973104293771716194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2059,Construtor V.A FERREIRA CONSTRUCAO CIVIL,Constr,Jundiai,(11) 94204-1906,,,,"Av. Antônio Frederico Ozanan - Vila Rio Branco, Jundiaí - SP, 13214-205",https://maps.google.com/?cid=2234586308158586424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2060,Construtora & Hidráulica Guarany,Constr,Jundiai,(11) 4586-8906,,5,1,"R. do Retiro, 444 - Parque do Colégio, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=2672360767770982701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2061,Construtora AC,Constr,Jundiai,,,,,"Região Metropolitana de Jundiaí, Jundiaí - SP",https://maps.google.com/?cid=1201364799218884534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2062,Construtora Andrade Jundiaí Ltda,Constr,Jundiai,,,5,1,"Av. Dr. Cavalcanti, 951 - Centro, Jundiaí - SP, 13201-003",https://maps.google.com/?cid=16210116937874248062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2063,Construtora Bessa & Bessa,Constr,Jundiai,(11) 2449-1963,,2.3,3,"R. Graciliano Ramos, 414 - Vila Rio Branco, Jundiaí - SP, 13215-472",https://maps.google.com/?cid=18384076372944444493&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2064,Construtora Bianchini,Constr,Jundiai,(11) 4586-0308,construtorabianchini.wordpress.com,,,"Edifício Liberal Century - R. do Retiro - Anhangabaú, Jundiaí - SP, 13201-030",https://maps.google.com/?cid=10186146540946693596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2065,Construtora Donadelli Mano,Constr,Jundiai,(11) 4521-5223,,3,2,"Av. Francisco Pereira de Castro, 317 - Anhangabaú, Jundiaí - SP, 13208-110",https://maps.google.com/?cid=12344666587739050744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2066,Construtora Faz Tudo,Constr,Jundiai,(11) 94266-8211,faz-tudo.ueniweb.com,5,1,"R. Augusto Maia, 196 - Jardim Sales, Jundiaí - SP, 13214-649",https://maps.google.com/?cid=5720041639909840483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2067,Construtora Gomes Lourenço,Constr,Jundiai,(11) 4522-5797,,5,1,"Av. Amélia Latorre, 257 - Jardim Guanabara, Jundiaí - SP, 13211-815",https://maps.google.com/?cid=6636243218912480052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2068,Construtora IP,Constr,Jundiai,(11) 98935-1644,,5,16,"Tv. Altinópolis, 73 - SALA 03 - Vila Vianelo, Jundiaí - SP, 13207-160",https://maps.google.com/?cid=18256731549692974320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2069,Construtora Império JL,Constr,Jundiai,(11) 91984-0215,construcoesimperio.com.br,1,1,"Rodovia engenheiro Constâncio Cintra n* 68779 - km 69 - Chácaras Maltoni, Jundiaí - SP, 13216-605",https://maps.google.com/?cid=13766527604101839233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2070,Construtora J Oliveira,Constr,Jundiai,(11) 4492-2205,,4.3,3,"R. Adelino Martins, 1628 - Jardim das Tulipas, Jundiaí - SP, 13212-600",https://maps.google.com/?cid=18211564857685079964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2071,Construtora Jundiaí | Facilita Obras,Constr,Jundiai,(11) 94678-4000,facilitaobras.com,5,3,"R. Hilda Del Nero Bisquolo - Região Metropolitana de Jundiaí, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=13689168860780350602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2072,Construtora Labore,Constr,Jundiai,(11) 3963-0131,,2.3,3,"R. Benjamin Constant, 88 - Centro, Jundiaí - SP, 13201-046",https://maps.google.com/?cid=14749344297853628785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2073,Construtora Marcanti,Constr,Jundiai,(11) 2448-4684,marcanti.com.br,,,"R. Barão de Teffé, 160 - Anhangabaú, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=11910311663177454450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2074,Construtora Pacto Ltda.,Constr,Jundiai,(11) 2816-8591,construtorapacto.com.br,1,2,"Av. 9 de Julho, 3575 - Sala206 - Anhangabaú, Jundiaí - SP, 13208-056",https://maps.google.com/?cid=16056331972786719344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2075,Construtora S Luiz,Constr,Jundiai,(11) 4582-4248,,2,1,"Av. Prof. Pedro Clarismundo Fornari, 250 - Engordadouro, Jundiaí - SP, 13214-660",https://maps.google.com/?cid=18281510789438087961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2076,Construtora Terra Nacional,Constr,Jundiai,(11) 4583-3220,terranacional.com.br,5,12,"R. Prudente de Moraes, 1521 - Centro, Jundiaí - SP, 13201-004",https://maps.google.com/?cid=13277706805632777566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2077,Construtora WB,Constr,Jundiai,(11) 4521-6661,portalwb.com.br,5,3,"R. do Retiro, 432 - Vila Virginia, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=2194874410947063181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2078,Construvision Construtora Jundiaí,Constr,Jundiai,(11) 2709-9117,construvision.com.br,4,4,"Av. 9 de Julho, 3575 - Sl 1215 - Anhangabaú, Jundiaí - SP, 13208-056",https://maps.google.com/?cid=13745830079754771396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
